premise,hypothesis,label
دکتر غلامحسین مصاحب در سال ۱۳۳۵ عهده‌دار طرح‌ریزی و سرپرستی دائرةالمعارف فارسی شد و تا ۱۳۵۰ که آن مسئولیت را به عهده داشت، بر ترجمه و تألیف کلیهٔ مقالات دائرةالمعارف نظارت داشت. دائرةالمعارف فارسی نخستین دائرةالمعارف عمومی در زبان فارسی است، که بر اساس شیوه‌های نوین دانشنامه‌نویسی تهیه شده‌است و مشهورترین فعالیت و دستاورد غلامحسین مصاحب به‌شمار می‌آید.,دائرةالمعارف فارسی، مشهورترین دستاورد غلامحسین مصاحب می باشد.,e
غلامحسین مُصاحب (زادهٔ ۱۲۸۹ تهران - درگذشتهٔ ۲۱ مهر ۱۳۵۸) ریاضی‌دان و دانشنامه‌نویس ایرانی و بنیانگذار اولین دائرةالمعارف فارسی بود.,اولین دائرةالمعارف فارسی توسط غلامحسین مُصاحب تالیف شده است.,e
شجاع‌الدین شفا اولین مترجم فارسی اثر بزرگ کمدی الهی به زبان فارسی، (چاپ نخست سال ۱۳۳۵ انتشارات امیرکبیر) در مقدمه‌ای مبسوط به بررسی کمدی الهی، زندگی و آثار دانته، نقش و تأثیر کمدی الهی بر ادبیات جهان پس از خود، پرداخته‌است.,"کتاب ""کمدی الهی"" اثر دانته برای بار اول توسط شجاع‌الدین شفا به فارسی ترجمه شد.",e
"""دو قرن سکوت"" کتابی نوشتهٔ عبدالحسین زرین‌کوب دربارهٔ سرگذشت ایران در دو سدهٔ نخست پس از سلطهٔ عرب‌های مسلمان است که در سال ۱۳۳۰ برای اولین بار منتشر شد.","کتاب ""دو قرن سکوت"" اثر عبدالحسین زرین‌کوب می باشد.",e
در سال ۱۳۵۳ ناگهان عقیده شاه تغییر کرد، حزب ایران نوین و حزب مردم را منحل کرد، حزب رستاخیز را تشکیل داد و گفت که در آینده دولت تک حزبی خواهد داشت.,شاه دستور تشکیل حزب رستاخیز را در سال ۱۳۵۳ با انحلال دو حزب ایران نوین و حزب مردم صادر کرد.,e
آموزگار دو هدف اساسی برای خروج از بحران سقوط پهلوی را در سر می‌پروراند؛ یکی فضای باز سیاسی و دیگری ریاضت اقتصادی. این دو هدف دقیقاً مغایر برنامه‌های دولت هویدا بود. آموزگار به دنبال آن بود که با اجرای برنامه ریاضت اقتصادی، بتواند هم تورم را مهار کند و هم مانع از گرانی اجناس شود.,اهداف اساسی آموزگار سروسامان دادن به اوضاع اقتصادی و سیاست فضای باز بود.,e
یونان باستان را خاستگاه شکل گیری دموکراسی در چارچوب نظام حکومت-شهری می دانند و حتی برای این گـفته، دلایل جـغرافیایی نـیز آورده شده است.,خاستگاه دموکراسی یونان باستان است.,e
تبعید خمینی به شهر بورسای ترکیه در ۱۳۴۳ خورشیدی فرصتی فراهم آورد تا وی آنطور که خود می‌گوید «از فراغتش در حدود یازده ماه اقامت اجباری در آن شهر برای وارد کردن حاشیه مذکور در متن وسیلة النجاة استفاده کند و آن حواشی را به صورت متن مستقلی درآورد تا استفاده از آن آسان‌تر باشد و نیز بر آن مسائل مورد نیاز روز را بیفزاید و آن را «تحریر الوسیلة» بنامد»,امام خمینی در مدت کوتاه اقامت خود در کشور ترکیه اثر تحریر الوسیلة را ارائه نمود.,e
کاظم بجنوردی مدت کوتاهی پس از بازگشت به ایران، حزب ملل اسلامی را با رویکرد مبارزه مسلحانه برای براندازی رژیم پهلوی و برپایی جمهوری اسلامی تأسیس کرد.,هدف از تاسیس حزب ملل اسلامی توسط سید محمد کاظم بجنوردی قیام مسلحانه بود.,e
شریعتی تفسیری انقلابی، ظلم‌ستیز، عدالتخواهانه از تشیع ارائه می‌کرد که بسیاری از جوانان را مجذوب می‌ساخت. محور گفتمان شریعتی بازگشت به خویشتن یا همان تشیع انقلابی بود.,دکتر شریعتی تفسیری انقلابی و عدالت خواهانه از تشیع ارائه می کرد که جوانان را مجذوب می ساخت.,e
نهضت آزادی از جمله گروههایی است که در سال ۱۳۴۰، از بطن جبهه ملی زاده شد.از جمله اعضای آن آیت‌الله طالقانی، مهندس بازرگان و یدالله سحابی بودند.آنان مصدق را رهبر و مرشد خود می‌دانستند و شیوه او را سرمشق خود قرار داده بودند.,نهضت آزادی دکتر محمد مصدق را رهبر و مرشد خود دانسته است.,e
این سازمان تحت عنوان «سازمان چریک‌های فدایی خلق ایران» در سال ۱۳۵۰ از دو گروه جداگانه‌ای که پیشینه‌شان به اواسط دهه ۱۳۴۰ بازمی‌گشت به وجود آمد. نفرات اصلی این دو گروه یکی بیژن جزنی دانش‌آموخته فلسفه دانشگاه تهران و دیگری مسعود احمدزاده فارغ‌التحصیل رشته ریاضیات دانشگاه تهران بودند.,بیژن جزنی دانشجوی دانشگاه تهران در پایه ریزی سازمان چریک های فدایی خلق در ایران نقش داشت.,e
شاه تصمیم گرفت جمشید آموزگار را به جای هویدا به سمت نخست‌وزیری منصوب کند.,بعد از کنار رفتن امیر عباس هویدا جمشید آموزگار به جای او منصوب گردید.,e
دولت علم در ۱۶ مهر ۱۳۴۱خورشیدی، نظامنامۀ انجمن‌های ایالتی و ولایتی را تغییر داد که برپایه آن قید اسلام از شرایط انتخاب کنندگان و انتخاب شوندگان حذف و سوگند به هر کتاب آسمانی مجاز شد.,دولت علم در لایحه انجمن‌های ایالتی و ولایتی، اسلامی بودن را از شرایط انتخاب شوندگان و انتخاب کنندگان حذف نمود.,e
طبق اصل ۱۶۸ رسیدگی به جرائم سیاسی و مطبوعاتی با حضور هیئت منصفه در محاکم دادگستری صورت می‌گیرد. در رسیدگی به این جرائم، حضور هیئت منصفه و ارائه نظرات و پیشنهادات آنان تلطیف کننده و تعدیل کننده نظر و رأی دادگاه می‌باشد.,حضور هیئت منصفه در دادگاه جرایم سیاسی باعث تعدیل رأی قاضی می شود.,e
عدم وقوع ترمیدور در انقلاب اسلامی منوط به تحقق « آرمان ها » ، حفظ « دستاورد ها » و نیز رفع « آسیب ها و آفت های انقلاب » است.,عدم وقوع ترمیدور در انقلاب اسلامی منوط به تحقق آرمانها، حفظ دستاوردها و دفع آسیب‌ها و آفت‌ها است.,e
در مورد بازتاب انقلاب اسلامی در مسایل راهبردی اتحاد شوروی باید گفت با پیروزی انقلاب اسلامی امنیت داخلی و منافع جهانی این کشور تحت الشعاع قرار گرفت و نفوذ بین المللی اتحاد شوروی را تضعیف کرد.از این رو،یکی از عوامل فروپاشی شوروی را باید بازتاب انقلاب اسلامی دانست.,تضعیف نفوذ بین المللی شوروی و فروپاشی اتحاد شوروی بازتاب انقلاب اسلامی در اتحاد شوروی بود.,e
